incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type
728765590,15-2411024,08/29/2015 07:30:00 AM,UUV,UUV,,VIRGINIA ST & MAIN ST,,BUFFALO,NY,,,43.0064897171289,-78.880779986495,08/30/2015 06:07:23 AM,09/05/2015 06:16:04 AM,POINT (-78.880779986495 43.006489717129),7,Saturday,Theft of Vehicle
735320276,15-2990490,10/26/2015 02:12:51 AM,LARCENY/THEFT,LARCENY/THEFT,,DELAWARE@KENMORE,,BUFFALO,NY,14217,,42.9586953,-78.8696143,10/28/2015 03:54:37 AM,11/02/2015 07:15:42 AM,POINT (-78.8696143 42.9586953),2,Monday,Theft
738771946,15-3320145,11/28/2015 05:05:58 AM,BURGLARY,BURGLARY,,100 Block GOETHE,,BUFFALO,NY,,,42.6337358145025,-79.0276853765285,11/29/2015 04:49:50 AM,12/05/2015 07:07:52 AM,POINT (-79.027685376528 42.633735814503),5,Saturday,Breaking & Entering
824704458,17-3030075,10/30/2017 03:15:00 AM,RAPE,RAPE,,1 Block MEADOW DR,,BUFFALO,NY,,,42.764574243666495,-78.73382322463758,10/31/2017 06:05:32 AM,11/06/2017 07:06:06 AM,POINT (-78.7338232246376 42.7645742436665),3,Monday,Sexual Assault
827056600,17-3221015,11/17/2017 10:30:00 AM,RAPE,RAPE,,MAIN ST & CHURCH ST,,BUFFALO,NY,,,42.90024582006997,-78.4983142715294,11/20/2017 07:05:23 AM,11/25/2017 03:51:15 PM,POINT (-78.4983142715294 42.90024582006997),10,Friday,Sexual Assault
724226572,15-1940447,07/13/2015 10:30:00 AM,LARCENY/THEFT,LARCENY/THEFT,,MAIN ST & EXCHANGE ST,,BUFFALO,NY,,,43.0199844318116,-78.4941854288672,07/15/2015 06:07:10 AM,07/20/2015 06:09:58 AM,POINT (-78.494185428867 43.019984431812),10,Monday,Theft
768847437,16-2330947,08/20/2016 08:27:33 AM,LARCENY/THEFT,LARCENY/THEFT,,1800 Block SHERIDAN DR,,BUFFALO,NY,14223,,42.9803267,-78.866555,08/21/2016 04:03:28 AM,08/27/2016 06:08:43 AM,POINT (-78.866555 42.9803267),8,Saturday,Theft
728765576,15-2410728,08/28/2015 06:30:00 AM,LARCENY/THEFT,LARCENY/THEFT,,1 Block MEADOW RD,,BUFFALO,NY,,,42.5962595902998,-78.6419412919128,08/30/2015 06:07:20 AM,09/05/2015 06:16:00 AM,POINT (-78.641941291913 42.5962595903),6,Friday,Theft
839242924,18-0830493,03/16/2017 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,2100 Block MAIN ST,,BUFFALO,NY,,,42.92880507442883,-78.84993702635,03/25/2018 08:25:50 PM,04/01/2018 03:50:32 AM,POINT (-78.84993702635 42.9288050744288),12,Thursday,Theft
